Series_Title,Released_Year,IMDB_Rating,Genre,Overview,Actors
From Here to Eternity,2001,7.3,"War, Romance, Drama","In 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second in command are falling in love.","Burt Lancaster, 1st Sgt. Milton Warden, Montgomery Clift, Pvt. Robert E. Lee 'Prew' Prewitt, Deborah Kerr, Karen Holmes, Donna Reed, Alma 'Lorene' Burke, Frank Sinatra, Pvt. Angelo Maggio, Philip Ober, Capt. Dana Holmes, Mickey Shaughnessy, Cpl. Leva, Harry Bellaver, Pvt. Mazzioli, Ernest Borgnine, Sgt. James R. 'Fatso' Judson"
Zulu,1964,7.4,"Action, Drama, History, War","In 1879, during the Anglo-Zulu War, man-of-the-people Lt. Chard and snooty Lt. Bromhead are in charge of defending the isolated and vastly outnumbered Natal outpost of Rorke's Drift from tribal hordes.","Stanley Baker, Lt. John Chard R.E., Jack Hawkins, Rev. Otto Witt, Ulla Jacobsson, Margareta Witt, James Booth, Pte. Henry Hook, Michael Caine, Lt. Gonville Bromhead, Nigel Green, Colour Sgt. Frank Bourne, Paul Daneman, Sgt. Maxfield, Patrick Magee, Surgeon Reynolds, Glynn Edwards, Cpl. Allen"
All About Eve,1951,8.2,Drama,"From the moment she glimpses her idol at the stage door, Eve Harrington is determined to take the reins of power away from the great actress Margo Channing. Eve maneuvers her way into Margo's Broadway role, becomes a sensation and even causes turmoil in the lives of Margo's director boyfriend, her playwright and his wife. Only the cynical drama critic sees through Eve, admiring her audacity and perfect pattern of deceit.","Bette Davis, Margo Channing, Anne Baxter, Eve Harrington, George Sanders, Addison DeWitt, Celeste Holm, Karen Richards, Gary Merrill, Bill Sampson, Hugh Marlowe, Lloyd Richards, Thelma Ritter, Birdie Coonan, Gregory Ratoff, Max Fabian, Marilyn Monroe, Miss Caswell"
Cape Fear,1962,7.4,"Drama, Thriller","Sam Bowden witnesses a rape committed by Max Cady and testifies against him. When released after 8 years in prison, Cady begins stalking Bowden and his family but is always clever enough not to violate the law.","Gregory Peck, Sam Bowden, Robert Mitchum, Max Cady, Polly Bergen, Peggy Bowden, Lori Martin, Nancy Bowden, Martin Balsam, Police Chief Mark Dutton, Jack Kruschen, Attorney Dave Grafton, Telly Savalas, Private Detective Charles Sievers, Barrie Chase, Diane Taylor, Paul Comi, Garner"
Once,2007,7.4,"Drama, Music, Romance","A vacuum repairman moonlights as a street musician and hopes for his big break. One day a Czech immigrant, who earns a living selling flowers, approaches him with the news that she is also an aspiring singer-songwriter. The pair decide to collaborate, and the songs that they compose reflect the story of their blossoming love.","Glen Hansard, Guy, Markéta Irglová, Girl, Hugh Walsh, Timmy Drummer, Gerard Hendrick, Lead Guitarist, Alaistair Foley, Bassist, Geoff Minogue, Eamon, Bill Hodnett, Guy's Dad, Danuse Ktrestova, Girl's Mother, Darren Healy, Heroin Addict"
The Manchurian Candidate,2004,6.5,"Drama, Thriller, Mystery","Years after his squad was ambushed during the Gulf War, Major Ben Marco finds himself having terrible nightmares. He begins to doubt that his fellow squad-mate Sergeant Raymond Shaw, now a vice-presidential candidate, is the hero he remembers him being. As Marco's doubts deepen, Shaw's political power grows, and, when Marco finds a mysterious implant embedded in his back, the memory of what really happened begins to return.","Denzel Washington, Major Bennett Ezekiel Marco, Liev Schreiber, Congressman Raymond Prentiss Shaw (D-NY), Meryl Streep, Senator Eleanor Prentiss Shaw (D-VA), Vera Farmiga, Jocelyne Jordan, Kimberly Elise, FBI Ag. Eugenie Rose, Jon Voight, Senator Thomas Jordan (D-CT), Bruno Ganz, Delp, Simon McBurney, Dr. Atticus Noyle, Jeffrey Wright, CPL Al Melvin"
Deliverance,1972,7.3,"Drama, Adventure, Thriller","Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country.","Jon Voight, Ed Gentry, Burt Reynolds, Lewis Medlock, Ned Beatty, Bobby Trippe, Ronny Cox, Drew Ballinger, Ed Ramey, Old Man at the Gas-Station, Billy Redden, Lonnie - The Banjo Boy, Seamon Glass, First Griner, Randall Deal, Second Griner, Bill McKinney, Mountain Man"
His Girl Friday,1940,7.4,"Comedy, Drama, Romance","Hildy, the journalist former wife of newspaper editor Walter Burns, visits his office to inform him that she's engaged and will be getting remarried the next day. Walter can't let that happen and frames the fiancé, Bruce Baldwin, for one thing after another, to keep him temporarily held in prison, while trying to steer Hildy into returning to her old job as his employee.","Cary Grant, Walter Burns, Rosalind Russell, Hildy Johnson, Ralph Bellamy, Bruce Baldwin, Gene Lockhart, Sheriff Hartwell, Helen Mack, Mollie Malloy, Porter Hall, Murphy, Ernest Truex, Bensinger, Cliff Edwards, Endicott, Clarence Kolb, Mayor"
The African Queen,1952,7.4,"Adventure, Romance","At the start of the First World War, in the middle of Africa’s nowhere, a gin soaked riverboat captain is persuaded by a strong-willed missionary to go down river and face-off a German warship.","Humphrey Bogart, Charlie Allnut, Katharine Hepburn, Rose Sayer, Robert Morley, The Brother, Peter Bull, Captain of Louisa, Theodore Bikel, First Officer, Walter Gotell, Second Officer, Peter Swanwick, First Officer of Shona, Richard Marner, Second Officer of Shona"
The General,1984,8.0,"Action, Adventure, Comedy, Drama, War","During America’s Civil War, Union spies steal engineer Johnnie Gray's beloved locomotive, 'The General'—with Johnnie's lady love aboard an attached boxcar—and he single-handedly must do all in his power to both get The General back and to rescue Annabelle.","Buster Keaton, Johnny Gray, Marion Mack, Annabelle Lee, Glen Cavender, Captain Anderson, Jim Farley, General Thatcher, Frederick Vroom, A Southern General, Charles Henry Smith, Annabelle's Father, Joe Keaton, Union General, Al St. John, Officer on Horseback (uncredited), Frank Barnes, Annabelle's Brother"
The Muppet Christmas Carol,1992,7.4,"Music, Comedy, Family, Fantasy, Drama","A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present and Future.","Michael Caine, Scrooge, Dave Goelz, The Great Gonzo as Charles Dickens / Robert Marley / Dr. Bunsen Honeydew / Betina Cratchit / Rat / Zoot (voice), Steve Whitmire, Kermit the Frog as Bob Cratchit / Rizzo the Rat / Beaker / Bean Bunny / Belinda Cratchit / Beetle / Lips / Pig Gentleman (voice), Jerry Nelson, Tiny Tim Cratchit / Jacob Marley / Ghost of Christmas Present / Lew Zealand / Ma Bear / Mouse / Mr. Applegate / Penguin / Pig Gentleman / Pops / Rat (voice), Frank Oz, Miss Piggy as Emily Cratchit / Fozzie Bear as Fozziewig / Sam the Eagle as Headmaster of Junior High Graduates / Animal / George the Janitor / Horse and Carriage Driver / Vegetable Salesman (voice), David Rudman, Rat / Peter Cratchit / Old Joe / Swedish Chef (voice), Don Austen, Ghost of Christmas Present (performer) / Ghost of Christmas Yet to Come (performer), Jessica Fox, Ghost of Christmas Past (voice), Robert Tygner, Ghost of Christmas Yet to Come (performer) / Ghost of Christmas Past (performer) / Turkey / Additional Muppets (uncredited) (voice)"
Solaris,1972,7.9,"Drama, Science Fiction, Mystery",A psychologist is sent to a space station orbiting a planet called Solaris to investigate the death of a doctor and the mental problems of cosmonauts on the station. He soon discovers that the water on the planet is a type of brain which brings out repressed memories and obsessions.,"Donatas Banionis, Kris Kelvin, Natalya Bondarchuk, Hari, Jüri Järvet, Dr. Snaut, Anatoliy Solonitsyn, Dr. Sartorius, Nikolay Grinko, Kelvin's Father, Vladislav Dvorzhetsky, Henri Berton, Georgiy Teykh, Prof. Messenger, Sos Sargsyan, Dr. Gibarian, Olga Barnet, Kelvin's Mother"
Rope,1984,8.0,"Crime, Drama, Thriller",Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.,"James Stewart, Rupert Cadell, John Dall, Brandon Shaw, Farley Granger, Phillip Morgan, Edith Evanson, Mrs. Wilson, Joan Chandler, Janet Walker, Cedric Hardwicke, Mr. Henry Kentley, Constance Collier, Mrs. Anita Atwater, Douglas Dick, Kenneth Lawrence, Dick Hogan, David Kentley"
A Hard Day's Night,1964,7.4,"Music, Comedy","Capturing John Lennon, Paul McCartney, George Harrison and Ringo Starr in their electrifying element, 'A Hard Day's Night' is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance, in spite of Paul's troublemaking grandfather and Ringo's arrest.","John Lennon, John, Paul McCartney, Paul, George Harrison, George, Ringo Starr, Ringo, Wilfrid Brambell, Grandfather, Norman Rossington, Norm, John Junkin, Shake, Victor Spinetti, TV Director, Anna Quayle, Millie"
Persona,2004,8.3,Drama,"A young nurse, Alma, is put in charge of Elisabeth Vogler: an actress who is seemingly healthy in all respects, but will not talk. As they spend time together, Alma speaks to Elisabeth constantly, never receiving any answer. The time they spend together only strengthens the crushing realization that one does not exist.","Bibi Andersson, Alma, Liv Ullmann, Elisabet Vogler, Margaretha Krook, The Doctor, Gunnar Björnstrand, Herr Vogler, Jörgen Lindström, Elisabet's Son (uncredited)"
Gladiator,1992,7.6,"Action, Drama","Tommy Riley has moved with his dad to Chicago from a 'nice place'. He keeps to himself, goes to school. However, after a street fight he is noticed and quickly falls into the world of illegal underground boxing - where punches can kill.","James Marshall, Tommy Riley, T.E. Russell, Spits (Leroy), Cuba Gooding Jr., Abraham Lincoln Haines, Robert Loggia, Pappy Jack, Brian Dennehy, Jimmy Horn, Ossie Davis, Noah, Cara Buono, Dawn, Richard Lexsee, Father in Park, John Heard, John Riley"
Blazing Saddles,1974,7.3,"Western, Comedy","A town—where everyone seems to be named Johnson—stands in the way of the railroad. In order to grab their land, robber baron Hedley Lamarr sends his henchmen to make life in the town unbearable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.","Cleavon Little, Bart, Gene Wilder, Jim, Slim Pickens, Taggart, Harvey Korman, Hedley Lamarr, Madeline Kahn, Lili Von Shtupp, Mel Brooks, Governor William J. Le Petomane / Indian Chief, Burton Gilliam, Lyle, Alex Karras, Mongo, David Huddleston, Olson Johnson"
"Lock, Stock and Two Smoking Barrels",1998,8.1,"Comedy, Crime",A card shark and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,"Jason Flemyng, Tom, Dexter Fletcher, Soap, Nick Moran, Eddie, Jason Statham, Bacon, Vinnie Jones, Big Chris, Sting, JD, Steven Mackintosh, Winston, Nicholas Rowe, J, Lenny McLean, Barry the Baptist"
Rebecca,1982,7.9,"Mystery, Drama, Thriller, Romance","Story of a young woman who marries a fascinating widower only to find out that she must live in the shadow of his former wife, Rebecca, who died mysteriously several years earlier. The young wife must come to grips with the terrible secret of her handsome, cold husband, Max De Winter. She must also deal with the jealous, obsessed Mrs. Danvers, the housekeeper, who will not accept her as the mistress of the house.","Laurence Olivier, Maxim de Winter, Joan Fontaine, Mrs. de Winter, George Sanders, Jack Favell, Judith Anderson, Mrs. Danvers, Nigel Bruce, Major Giles Lacy, Reginald Denny, Frank Crawley, C. Aubrey Smith, Colonel Julyan, Gladys Cooper, Beatrice Lacy, Florence Bates, Edythe Van Hopper"
All the President's Men,1976,7.7,"Drama, History, Mystery, Thriller","During the 1972 elections, two reporters' investigation sheds light on the controversial Watergate scandal that compels President Nixon to resign from his post.","Dustin Hoffman, Carl Bernstein, Robert Redford, Bob Woodward, Jack Warden, Harry Rosenfeld, Martin Balsam, Howard Simons, Hal Holbrook, Deep Throat, Jason Robards, Ben Bradlee, Jane Alexander, Bookkeeper, Meredith Baxter, Debbie Sloan, Ned Beatty, Dardis"
Before Sunset,2004,7.8,"Drama, Romance","Nine years later, Jesse travels across Europe giving readings from a book he wrote about the night he spent in Vienna with Celine. After his reading in Paris, Celine finds him, and they spend part of the day together before Jesse has to again leave for a flight. They are both in relationships now, and Jesse has a son, but as their strong feelings for each other start to return, both confess a longing for more.","Ethan Hawke, Jesse Wallace, Julie Delpy, Céline, Vernon Dobtcheff, Bookstore Manager, Louise Lemoine Torrès, Journalist #1, Rodolphe Pauly, Journalist #2, Mariane Plasteig, Waitress, Diabolo, Philippe, Denis Evrard, Boat Attendant, Albert Delpy, Man at Grill"
The Wild Bunch,1969,7.7,Western,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.","William Holden, Pike Bishop, Ernest Borgnine, Dutch Engstrom, Robert Ryan, Deke Thornton, Edmond O'Brien, Freddie Sykes, Warren Oates, Lyle Gorch, Jaime Sánchez, Angel, Ben Johnson, Tector Gorch, Emilio Fernández, Gen. Mapache, Strother Martin, Coffer"
The Day of the Jackal,1973,7.5,"Action, Thriller","An international assassin known as ‘The Jackal’ is employed by disgruntled French generals to kill President Charles de Gaulle, with a dedicated gendarme on the assassin’s trail.","Edward Fox, The Jackal, Terence Alexander, Lloyd, Michel Auclair, Colonel Rolland, Alan Badel, the Minister, Tony Britton, Inspector Thomas, Denis Carey, Casson, Adrien Cayla-Legrand, Charles de Gaulle, Cyril Cusack, Gunsmith, Maurice Denham, General Colbert"
What Ever Happened to Baby Jane?,1962,7.9,"Drama, Horror, Thriller",A former child star torments her paraplegic sister in their decaying Hollywood mansion.,"Bette Davis, Baby Jane Hudson, Joan Crawford, Blanche Hudson, Victor Buono, Edwin Flagg, Wesley Addy, Marty McDonald, Julie Allred, Baby Jane Hudson in 1917, Anne Barton, Cora Hudson, Marjorie Bennett, Dehlia Flagg, Bert Freed, Ben Golden, Anna Lee, Mrs. Bates"
The Fall,2011,7.6,"Adventure, Fantasy, Drama","In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story about 5 mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality starts to blur as the tale advances.","Lee Pace, Roy Walker / Black Bandit, Catinca Untaru, Alexandria, Jeetu Verma, Indian / Orange Picker, Marcus Wesley, Otta Benga / Ice Delivery Man, Leo Bill, Darwin / Orderly, Julian Bleach, Mystic / Orange Picker, Justine Waddell, Nurse Evelyn / Sister Evelyn, Kim Uylenbroek, Doctor / Alexander The Great, Aiden Lithgow, Alexander's Messenger"
